name,artist,id,tempo
What Do Ya Think About That,Montgomery Gentry,6u8phyrH4qbybaIyxtJ9RS,157.067
Fight Song,Rachel Platten,37f4ITSlgPX81ad2EvmVQr,175.924
Honor To Us All,Lea Salonga,3dn0WbPmRrKV9t6LlmgDLg,168.051
Hold Back The River,James Bay,7tmtOEDxPN7CWaQWBsG1DY,134.923
The Bare Necessities,Phil Harris,5VqXwCYPMCMa0s4ZmpfJ6r,103.066
Let It Go,James Bay,13HVjjWUZFaWilh2QUJKsP,147.464
Life is a Highway,Rascal Flatts,02SjT88MukDOa9KuuRuODY,103.055
See You Again (feat. Charlie Puth),Wiz Khalifa,2JzZzZUQj3Qff7wapcbKjc,80.025
Black and Yellow,Wiz Khalifa,5A6OHHy73AR5tLxgTc98zz,164.02
Glorious (feat. Skylar Grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,139.994
This Is Me,Demi Lovato,2JQRlt3HpTCpRvcfDsbwic,90.992
idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,170.163
Take Me Out,Franz Ferdinand,7kw6yVmdZGuRcWGi4adXYT,104.656
Cum on Feel the Noize,Quiet Riot,6CfjAVG9FwmwRtxE8yEWlu,145.105
I'm A Believer - Radio Edit,Smash Mouth,1RC5Mb0VhnlhnMlFDnrvE0,82.336
Home,Blue October,4ChdLsuadEtrpomCKiXmQf,170.025
Radioactive,Imagine Dragons,6Ep6BzIOB9tz3P4sWqiiAB,136.249
Demons,Imagine Dragons,2Oehrcv4Kov0SuIgWyQY9e,179.561
Thunder,Imagine Dragons,56lBX2WHqfGuoeZxZvUnVj,167.879
Believer,Imagine Dragons,6VRghJeP6I0w1KxkdWFfIh,125.013
Anything Goes (with Vince Giordano & The Nighthawks),Cole Porter,0oulhgKMk5RUADidNicdky,156.056
Dare (La La La),Shakira,2TBWfzWL2h1HYSjvQOndyL,128.029
Whatever It Takes,Imagine Dragons,4izg6Hydc6XGErWW6nbdsV,134.942
Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,3zmduBNsQ6BPDTZAkXzG5K,96.986
Centuries,Fall Out Boy,04aAxqtGp5pv12UXAg4pkq,176.042
Immortals,Fall Out Boy,3Te8uLyit6X3ncNW8Fp3K2,108.016
Waiting For Love,Avicii,2P4OICZRVAQcYAV2JReRfj,127.999
Welcome to the Black Parade,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,96.95
Heart of Courage,Thomas Bergersen,4JtvyWkWQTPVcroZf8JJkp,135.047
Victory,Two Steps from Hell,2F9xBxKbx2M0pbgtSu8fLf,119.993
Ignition - Remix,R. Kelly,5dNfHmqgr128gMY2tc5CeJ,133.024
Protectors of the Earth,Thomas Bergersen,1YtHpYEbbfQQIyxXkdxEoW,109.98
Strength of a Thousand Men,Thomas Bergersen,3GJZLvGXaVszYdSBLMtJFX,140.021
Archangel,Thomas Bergersen,3pTNVDJpzaLxiZnbC18SMX,79.989
Holes In The Floor Of Heaven,Steve Wariner,1pZbQrvzJExLxvhYcrsYdG,108.946
Dust in the Wind,Kansas,6zeE5tKyr8Nu882DQhhSQI,93.503
Carry on Wayward Son,Kansas,4DMKwE2E2iYDKY01C335Uw,126.755
Anything,Hedley,5kiD3qnsuhV2YwH4bq93Yc,151.989
Kiss You Inside Out,Hedley,28Szb6CPeFS7LFlwbSOG1v,119.972
Crazy For You,Hedley,5yXDTOFP5K7YFC0FEHv1ho,117.019
Lose Control,Hedley,07F3PrhWq1rEgTfRuFSAxx,119.974
Waterloo,Stonewall Jackson,3YXPyakTFaoVS2ffimogLR,203.85
Heaven In Our Headlights,Hedley,468oGE6AlJILlhe7ZiOpzf,119.651
Bullet For Your Dreams,Hedley,1pCabVke4zMP0KYDViwXjC,129.004
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1TfqLAPs4K3s2rJMoCokcS,125.135
Detroit Vs. Everybody,Eminem,5vZCCUeBhHO4GHHu6zlrzf,175.89
Battle Without Honor Or Humanity,HOTEI,6Q32Vkucx2qeuVyBd3NiFZ,94.699
Invincible,Hedley,1eMcmN5zm0gw085NJjkoQS,95.992
The Valkyrie: Ride of the Valkyries,Richard Wagner,6KW3c8H3d13uToUp6UAqxl,95.003
Cha-Ching,Hedley,0j4QliCKwfGvgwGQuiLSk6,117.996
In the Hall of the Mountain King,Moscow Symphony Orchestra,5ROXGQzJMXXs7Meo8vI7VI,140.227
Bring Me To Life,Evanescence,0COqiPhxzoWICwFCS4eZcp,94.612
Never Too Late,Hedley,0jsa8JUQs5ME6QZxxK3UjS,113.882
When You Leave (Numa Numa) - Basshunter Radio Mix,Alina,1nfSX4WR7wsC8FZJlZKH6W,134.981
Been There Done That,Hedley,4h9KjvFPttf06mnvguzqA6,153.988
Come Out Ye Black & Tans,The Wolfe Tones,5ueyUIOcH7iDpNzuR1LsKn,99.425
Hand Grenade,Hedley,7fa2AkcLHROCSzlmCC7Peb,144.189
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0qOnSQQF0yzuPWsXrQ9paz,89.99
50 Ways to Say Goodbye,Train,2NniAhAtkRACaMeYt48xlD,140.043
In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,105.143
Bad At Love,Halsey,7y9iMe8SOB6z3NoHE2OfXl,118.384
High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,82.014
Sorry Not Sorry,Demi Lovato,3m660poUr1chesgkkjQM7P,144.021
Photograph,Nickelback,3hb2ScEVkGchcAQqrPLP0R,145.916
Here,Alessia Cara,1wYZZtamWTQAoj8B812uKQ,120.462
I Am the Fire,Halestorm,5MapUlM1un2Kh4aZ3IyWcL,171.888
I Miss the Misery,Halestorm,3gmEzilP9BzF45wIMvA16l,164.042
Check Yes Or No,George Strait,6iy4PoAuZBMvtrlDX4VxC7,111.482
Little Man,Alan Jackson,7g6rfMPGnt8dFmnnRHRl1U,119.798
Your Man,Josh Turner,1WzAeadSKJhqykZFbJNmQv,100.511
It's A Great Day To Be Alive,Travis Tritt,3oW6SWwGqiZSPTiAp7ZQoH,128.93
God Blessed Texas,Little Texas,4qkshp4FWe0msInDWTbBlR,128.798
Achy Breaky Heart,Billy Ray Cyrus,2EoIt9vdgFRNW03u5IvFsQ,121.808
Meet In the Middle,Diamond Rio,7lUE02KHkZM44BZgjCaWRO,91.11
My Maria,Brooks & Dunn,09qzRI951OVkXGCc33gzcT,125.57
Where The Green Grass Grows,Tim McGraw,0nDjzA4kns1QOWPXuOn6Xw,159.699
Wagon Wheel,Darius Rucker,3xdjjKMcMOFgo1eQrfbogM,148.096
Time Marches On,Tracy Lawrence,2TIEeLrOQrGnO2D2OeDDJu,118.399
Fishin' in the Dark,Nitty Gritty Dirt Band,7lJbTVbDEMa3w7NFamrwdq,77.756
She Looks So Perfect,5 Seconds of Summer,5cPO2j2p9Myq77YQVwWyrN,160.025
Billionaire (feat. Bruno Mars),Travie McCoy,2qPUnoasNe4Ep43emVXEig,86.776
How Do You Like Me Now?!,Toby Keith,7rDcULv8vV16vetBjPJhuE,109.609
"Love Without End, Amen",George Strait,4pFNWAU8e8F32NQkMyLAZi,88.491
Play Something Country,Brooks & Dunn,0SineTesaejYlgW5pwLo10,115.148
Dust On The Bottle,David Lee Murphy,0Xg68XXMRWzKQvD5S6BFvI,99.942
Be My Baby Tonight,John Michael Montgomery,7pY4ul6PNtKKHCCQgYVtT7,156.88
You Never Even Called Me By My Name,David Allan Coe,79LlAMTYVtstx7OtxCmgRZ,105.367
Toes,Zac Brown Band,5kjyiH6but1t2UDXq15aeS,129.979
East Bound and Down,Jerry Reed,4NzlpYVrTYG1eo8BCu3MLB,120.795
Louisiana Saturday Night,Mel McDaniel,50PU05RTGva8laKDwxED9Y,163.245
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,1yEwEiTpsaPhQi9lb5EVV4,90.987
Save a Horse (Ride a Cowboy),Big & Rich,5s7m2xNZWgz5FqVSIvJcGA,102.065
Blue Clear Sky,George Strait,59MIR30ATtW8kTaX3SCpq0,124.062
I'm From The Country - Single Version,Tracy Byrd,5Lwc3DTWzX6JaW2x2PZezt,129.542
You've Got to Stand for Something,Aaron Tippin,6EJvSCTAgtRbqgBS1gAHGO,83.472
A Better Man,Clint Black,10UIQSUilyh2ttlFeAaaPP,162.161
Prop Me Up Beside the Jukebox (If I Die),Joe Diffie,3hP7U1NmWEyeZRpLA1BhYj,140.511
The Ride,David Allan Coe,2x0l9ZSlFXlDTByKu5NXdK,166.944
I'm Gonna Be Somebody,Travis Tritt,4ICSwxlVyGaTquNqblL7Y9,76.406
Thank God I'm a Country Boy,John Denver,69HICMmc6nNLucAx3aJX9M,105.603
Small Town Saturday Night,Hal Ketchum,7uLQTOxQ3nwwoHuxwt2AHJ,154.086
Down On The Farm,Tim McGraw,65N3RYCN1DgfY0Zcv5k9kr,127.575
Would You Go With Me,Josh Turner,1KhrAWvLIjRlQIJtSTgvsi,122.918
When It Rains It Pours,Luke Combs,1mMLMZYXkMueg65jRRWG1l,128.027
A Little Less Talk And A Lot More Action,Toby Keith,17W3UG45FiaSO3yatIUaZ5,124.884
Boys 'Round Here (feat. Pistol Annies & Friends),Blake Shelton,39FwE8edwuyiaa4PrGBkP7,169.895
Ladies Love Country Boys,Trace Adkins,13Oda4GsHXzRAfquxWkrzA,116.284
Cruise,Florida Georgia Line,0i5el041vd6nxrGEU8QRxy,148.0
I Wanna Talk About Me,Toby Keith,3VHevS1BocAcrihLnl11DG,106.06
T-R-O-U-B-L-E,Travis Tritt,5YY64mW5PL5waJKUsIJIQt,179.311
Roll On (Eighteen Wheeler),Alabama,7Fhgor5m0lekhS0jw4jklT,131.983
I Swear,John Michael Montgomery,7wIaLkbQzG6HMnE28etnif,85.523
Something Like That,Tim McGraw,6leiB1fEsTnVCuPiielde5,171.8
Too Much Fun,Daryle Singletary,38CnG9HxpVtqXVqpESBr6H,151.785
Mama Tried,Merle Haggard & The Strangers,04ilBEd1FVUhpv9ItR6yTN,97.982
She's Got It All,Kenny Chesney,4l8u5h7OjkZo2UmyUoeKYJ,132.728
Bubba Shot The Jukebox,Mark Chesnutt,0PsBdKWnOQGMo9smobflvy,165.484
Fightin Side Of Me,Merle Haggard,0CQuh4fFCMG2OMKkixs7iu,95.483
I Love It (feat. Charli XCX) - Original Version,Icona Pop,3VZQshi4COChhXaz7cLP02,125.927
Emergency,Icona Pop,6E7oFW7xTK6Ghucsq6tMUj,125.985
Thnks fr th Mmrs,Fall Out Boy,0Xm1MphW32ekOkhnoe61lk,154.837
Ain't No Rest for the Wicked,Cage The Elephant,3kb72STxc2959ZqsTwu52i,156.004
All I Do Is Win,DJ Khaled,4TMWmQem0lF0xdwwoEor9M,150.097
This Is Gospel,Panic! At The Disco,3yZQk5PC52CCmT4ZaTIKvv,156.073
Here With Me,Marshmello,5icOoE6VgqFKohjWWNp0Ac,99.961
Dovahkiin,Dan Bull,3TGzYWUYVNnMb6SVe2DXfN,76.175
"Sincerely, Me",Mike Faist,4nna9JONFIwr98bcX6tlta,97.864
I Believe,Andrew Rannells,4YfNmQKnrX5DrlAxSAnMoA,166.553
Back To Basics,Hedley,3YhGfIeTkQBDd3v8qth97J,184.105
Dreaming's For Sleeping,Hedley,4rdkGrk8XZsM5y4UbL46mQ,120.003
The Everclear Song,Roger Creager,5H2VJLVLiXlLStv4McVSZG,115.035
I Walk the Line,Johnny Cash,7hxZF4jETnE5Q75rKQnMjE,98.805
"Check Yes, Juliet",We The Kings,0wVluBsVAVzBKrqspuCcwR,166.795
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,4Sib57MmYGJzSvkW84jTwh,182.123
raindrops (an angel cried),Ariana Grande,0v2LUO8oTHnkjQ8MmKuXyk,168.685
no tears left to cry,Ariana Grande,2qT1uLXPVPzGgFOx4jtEuo,121.993
Side To Side,Ariana Grande,1pKeFVVUOPjFsOABub0OaV,159.173
successful,Ariana Grande,5YeHLHDdQ4nKHk81XFWhCU,114.045
7 rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,140.048
Havana (feat. Young Thug),Camila Cabello,1rfofaqEpACxVEHIZBJe6W,104.988
If I Can't Have You,Shawn Mendes,6LsAAHotRLMOHfCsSfYCsz,123.911
T-Pain Mashup (with Kurt Hugo Schneider),T-Pain,5daPDkqS2ftQClyDn1pSk2,171.504
All Caps,Madvillain,1Y2ExJJ9Dmb9po8K0ybSj3,85.61
Rhinestone Cowboy,Madvillain,0F8FJjvopb8WYgRXb5Qb9F,142.388
Whoa Whoa Whoa,Watsky,3UYhSPI2lVFfbnC6usruPj,149.888
Sweet but Psycho,Ava Max,25sgk305KZfyuqVBQIahim,133.002
all the good girls go to hell,Billie Eilish,6IRdLKIyS4p7XNiP8r6rsx,185.044
The Safety Dance,Men Without Hats,5ZpDiWqCG93McsnuHu9uCR,100.2
Fade Away,Logic,4QRWA5UqYU1st9aO0UfxOj,75.986
Gang Related,Logic,1Kp6WFxRzc0sRBmGSgIYat,131.95
Till The End,Logic,66urf1ZXFy4qVKdNqcdbaZ,151.882
Finesse - Remix; feat. Cardi B,Bruno Mars,3Vo4wInECJQuz9BIBMOu8i,105.115
The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,83.293
Ante Up (Robbin Hoodz Theory),M.O.P.,550JPXXPgjr1xqxtKIaX6b,94.138
Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,116.947
Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,0AtP8EkGPn6SwxKDaUuXec,91.046
Year 3000,Jonas Brothers,4zP7ADsgJgHGY6VzxbNp1z,106.965
Exhale,Sabrina Carpenter,6CagMrZXJUdGGIw6Eaepos,74.009
Whiskey Glasses,Morgan Wallen,6foY66mWZN0pSRjZ408c00,149.959
You're the Best,The Karate Kid,0Z27xVPEXEnh3LdvqGgteO,94.503
Despacito,Luis Fonsi,6habFhsOp2NvshLv26DqMb,177.928
Born This Way,Lady Gaga,6r2BECwMgEoRb5yLfp0Hca,123.907
Bad Romance,Lady Gaga,0SiywuOBRcynK0uKGWdCnn,119.001
Poker Face,Lady Gaga,7zACUQbWQxzT4aER7ityBV,118.999
Just Dance,Lady Gaga,3QuEpyj4kTRWiWuckd1hcK,118.992
Wanted - String Mix,OneRepublic,4BltOFLhXUDvXV0MAmoep7,145.89
Kung Fu Fighting,Carl Douglas,40NRm1ZLvZpUSCUXAGGZ8J,102.035
The Man,Taylor Swift,3RauEVgRgj1IuWdJ9fDs70,110.048
Photograph,Ed Sheeran,1HNkqx9Ahdgi1Ixy2xkKkL,107.989
Lover,Taylor Swift,1dGr1c8CrMLDpV6mPbImSI,68.534
Believe (feat. Justin Timberlake),Justin Timberlake,6fvqvUQr12qghH4N8gpAch,87.008
"Tiny Glowing Screens, Pt. 3",Watsky,2vGniq27SpGmajGsASzNf2,83.407
Footloose,Blake Shelton,4shPfi6RsJiwQtso2XFGiL,173.98
Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,165.995
Empire State Of Mind,JAY-Z,2igwFfvr1OAGX9SKDCPBwO,173.585
Numb / Encore,JAY-Z,5sNESr6pQfIhL3krM8CtZn,107.045
Ain't No Half-Steppin',Big Daddy Kane,1BcsNp3Q48teZ9gAeCaLWV,100.842
How U Get a Record Deal?,Big Daddy Kane,2RQXlqIcKMM7coIyCzyvDg,99.402
Don't Start Now,Dua Lipa,6WrI0LAC5M1Rw2MnX2ZvEg,123.941
Woman Like Me (feat. Nicki Minaj),Little Mix,222B3aljXx6fFwKmFjuBED,75.002
Moment 4 Life,Nicki Minaj,0ConttVd0Ebk3dLNquOmh0,97.943
Break My Heart,Dua Lipa,017PF4Q3l4DBUiWoXk4OWT,113.011
Good Day,Nappy Roots,4cnqxdE2opmhp7MwkvhkAJ,94.004
My Oh My (feat. DaBaby),Camila Cabello,3yOlyBJuViE2YSGn3nVE1K,105.046
Break,Annika Wells,6LuDBVDciOhIfLX7xxz1TJ,186.079
Shelter from the Storm,The Stupendium,3pvyxDOIOcz2MBkN5qyRzc,90.049
Heat Of The Moment,Asia,1nmZ8yqKkfooOuYvtFctDp,136.232
You Can't Stop The Beat,Elijah Kelley,3pMsqOoZTtzUiZXmDVtrCD,170.484
Dishonored,Dan Bull,5mXOpemTUioE6CER7tL36a,90.758
Time Warp,Little Nell,4WFeJTXNHIS2wURtwlAkhu,174.896
From Now On,Hugh Jackman,3IkWmgGsXbsafrunwPojXO,108.027
The Phantom Of The Opera,Andrew Lloyd Webber,5qlABWwod6dgDCmRAAF5J5,119.658
Angel of Music - Single Album Version,Andrew Lloyd Webber,5TZmPN0Ggqv9BRW3DH7am6,163.249
Think of Me - Single Album Version,Andrew Lloyd Webber,4DqMeTXnh7EgJnbGDSKlFR,84.631
Overture - Single Album Version,Andrew Lloyd Webber,6IvfEaVNZAOaDXHl3Q8RiM,121.709
The Point of No Return - Single Album Version,Andrew Lloyd Webber,0HpXT277koGXBNHj0UoPpC,83.69
Down Once More/Track Down This Murderer - Medley/Single Album Version,Andrew Lloyd Webber,2w0dvaXGqlTyL2lEFEhYvv,82.248
The Phantom of the Opera - Single Album Version,Andrew Lloyd Webber,70gOupwTsC5iq2x3i6Q8f3,119.994
All I Ask of You - Single Album Version,Andrew Lloyd Webber,2tS8db7yYcQnk20ivGLcb9,75.142
Masquerade - Single Album Version,Andrew Lloyd Webber,3ocuxUhzXtq6cILjTVXUvf,98.903
Think Of Me,Andrew Lloyd Webber,6eJ0qhctR7doDBkS9SL9cy,100.857
Medley: Down Once More / Track Down This Murderer,Andrew Lloyd Webber,5i7onLU8iJDQdc8V1A7NbR,107.384
Good Time,Owl City,1kPpge9JDLpcj15qgrPbYX,126.05
Something Wild (feat. Andrew McMahon in the Wilderness),Lindsey Stirling,4d0m6f46k1bX6ZQtfmg1Uj,106.046
Twinz (Deep Cover '98),Big Pun,0iH0KPfp8FcFnWfLQy57x6,95.025
Whatcha Gon Do (feat. Terror Squad),Big Pun,6puTQeOP8nUDSBGYKoeT8E,90.086
FIND MY WAY,DaBaby,1lGHa2pwYzxQHFBUynhLtO,103.0
Like I Ain't,Tech N9ne,5dqrgmHHBuUzwYKBXJuIm0,116.03
Shake It,Metro Station,5619Ojc6t9evEEs3B7Drhe,150.034
Righteous,Juice WRLD,0OyQns5ayNK2OVaES0Vb8t,142.942
The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me,Anthem Lights,2SeDMCh42CfY97ZUV3jH27,131.605
Dear God,Dax,79DZ36cgwkw38bszTWltiW,117.156
Nothin' on You (feat. Bruno Mars),B.o.B,59dLtGBS26x7kc0rHbaPrq,103.993
So Good,B.o.B,28GUjBGqZVcAV4PHSYzkj2,85.51
What Was I Thinkin',Dierks Bentley,0r8iDf65NHgFgZOGLwj5r8,164.857
Five More Minutes,Jonas Brothers,0WxSQtLMCLcsAOhliamv5W,94.037
Only Human,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,94.01
Hesitate,Jonas Brothers,7fiFJADUcHwTdYLmnZeLAy,118.051
Jealous,Nick Jonas,4lSkNB2fp7roRthqwD7p8k,93.01
Comeback,Jonas Brothers,064tgRK6FYBwikCdxaHFV1,145.009
Rollercoaster,Jonas Brothers,7dxKdQC9Vo1hDxIUnt1z0Q,123.977
Hello Beautiful,Jonas Brothers,7bhoPvDq4gDQ58JkqP9uAG,83.096
BB Good,Jonas Brothers,7KX5NC5lHbjywDbHa2Uace,135.009
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,5A3fPy30SN2wuzrahpcxvV,112.864
You & Me,James TW,1bQhZOoXYqjXs7u7rFXo0h,127.015
Post Malone (feat. RANI) - VIZE Remix,Sam Feldt,3mruwwpKfG5NYmnEr6O5Dw,124.017
1985,Bowling For Soup,5oQcOu1omDykbIPSdSQQNJ,119.974
I Just Wanna Run,The Downtown Fiction,3WLLJzllBEgPiSA0qd3BN3,128.103
The Great Escape,Boys Like Girls,56Tl3UgyZTqfZtvFNS31wm,149.934
Goodbye Song,MKTO,5XY2LEP0uEeUuDMVNdNTI8,99.019
head first,Christian French,1nDOeWBfRKA5YNQ8bKWzMM,127.052
Just My Type,The Vamps,0q2e5jdjxFaaYRf49b1vLj,125.014
Memories,Maroon 5,2b8fOow8UzyDFAE27YhOZM,91.019
Rain On Me (with Ariana Grande),Lady Gaga,7ju97lgwC2rKQ6wwsf9no9,123.056
All I Need (with Mahalia & Ty Dolla $ign),Jacob Collier,68j5DYmCikBzcp60Sv6xWO,78.001
Cornelia Street - Live From Paris,Taylor Swift,3fGnrtrtL1IHSX9t4DKOYf,97.085
Bored,Tessa Violet,2iKp7e9MFT5kWdyeV5B9Ne,126.074
New,Ben Platt,4q9vIHlDyzwNtbKqgCHVIB,100.005
Someone You Like,The Girl and The Dreamcatcher,6CI9orrXh2g9V5qWwj3sH7,123.988
Satisfied,Renée Elise Goldsberry,3dP0pLbg9OfVwssDjp9aT0,123.772
Non-Stop,Leslie Odom Jr.,7qfoq1JFKBUEIvhqOHzuqX,91.994
Cabinet Battle #1,Christopher Jackson,3TfKt8mPpdXfQTMfRjHzyz,87.043
The Room Where It Happens,Leslie Odom Jr.,2TK2KSrzXD6W01qjXVjNGh,173.552
Washington on Your Side,Leslie Odom Jr.,1WHNqqRWhJVZIdCScFKtl5,134.051
What'd I Miss,Daveed Diggs,2W9u3whoCkQYOUbmnSrHi1,177.787
"Dancing Through Life - From ""Wicked"" Original Broadway Cast Recording/2003",Norbert Leo Butz,45Yr7rD2vH3OsTRseT6gfA,116.606
"Popular - From ""Wicked"" Original Broadway Cast Recording/2003",Kristin Chenoweth,57Pk2GU0ABFYBbbcgYxqki,88.864
Farmer Refuted,Thayne Jasperson,2G9lekfCh83S0lt2yfffBz,77.879
You'll Be Back,Jonathan Groff,6OG1S805gIrH5nAQbEOPY3,121.741
What Comes Next?,Jonathan Groff,3D4J0o9w44QKFrBrYrSVJY,114.972
I Know Him,Jonathan Groff,4eeN8erNIbW2osT0knz5vT,121.581
Daisies,Katy Perry,4uqh9bualXNHXXwO2wPorc,122.179
Angel,Theory of a Deadman,2qJkesdHu9sMMVFgkRkqhQ,76.001
Paralyzer,Finger Eleven,28IEbk5a7twNTbUEvWslUb,106.031
Addicted,Saving Abel,3pxCXv0NACYfYnLjFcQW5D,138.018
Face Down,The Red Jumpsuit Apparatus,4wzjNqjKAKDU82e8uMhzmr,92.956
The Diary of Jane - Single Version,Breaking Benjamin,0faXHILILebCGnJBPU6KJJ,167.024
sauceintherough - bonus track,brakence,7HJIsMRaspjB0Dvi2qzOgp,77.547
If Today Was Your Last Day,Nickelback,4QJLKU75Rg4558f4LbDBRi,89.956
What the Hell,Avril Lavigne,2z4U9d5OAA4YLNXoCgioxo,149.976
Let Me Go (feat. Chad Kroeger),Avril Lavigne,2o0V0AATmWmCmMOAFWDuEV,164.196
Eastside (with Halsey & Khalid),benny blanco,7FGq80cy8juXBCD2nrqdWU,89.949
You should be sad,Halsey,7lidXGPXPYLNThITAOTlkK,110.94
3am,Halsey,1OfLNb6dQ9dra1B58iT9Ex,189.76
West Ten,AJ Tracey,33EGYJLLwz56YIP5Ex9VKs,129.972
Black Mirror,Mr. Muthafuckin' eXquire,23rvx8Jjqkg2FsrF5tLsNK,91.415
Let's Go (feat. Big D & Twista),Trick Daddy,1fLibtVj3MrNTwRZq5yUOs,133.929
Beast - Southpaw Remix,Rob Bailey & The Hustle Standard,2fWSwWmKRuyioqIzOzuQGo,143.991
Still Not a Player - Remix,Big Pun,3xzctUShLsuDopk5VHLTmO,94.13
Just for One Night (feat. Astrid S),Blonde,7AEV4oGvHPn1DtAE7pLCXR,118.005
I Like (the idea of) You,Tessa Violet,62XsUDISgorMOl0wEyTmjF,120.975
Games,Tessa Violet,0M5magat8i2u407cnflNkV,147.991
Not over You,Tessa Violet,6l6VorBrQut6Ee0p19lYvG,131.996
Gorgeous,Taylor Swift,7ut4Y7gxOFe3d3rLJQ7i5w,92.027
Style,Taylor Swift,4lIxdJw6W3Fg4vUIYCB0S5,95.021
I Did Something Bad,Taylor Swift,3TcMyNevhQZ35yaA8jHSBq,82.989
Our Song,Taylor Swift,15DeqWWQB4dcEWzJg15VrN,89.011
Mean,Taylor Swift,5yEPktRqvIhko5QFF3aBhQ,163.974
Fifteen,Taylor Swift,4t0OI7XrODjSkAu3bTPmWj,95.485
Picture To Burn,Taylor Swift,32mVHdy0bi1XKgr0ajsBlG,105.586
You're Such A,Hailee Steinfeld,3QTDzwSkRW04FVPo6COm0H,176.028
"Hey Look Ma, I Made It",Panic! At The Disco,22oEJW6r2rMb9z4IntfyEa,107.936
Make You Stay,The Girl and The Dreamcatcher,3Aw9MD8F4dbKEnUKKDY7rO,203.145
Glowing in the Dark,The Girl and The Dreamcatcher,37CeMeSFSYwXX0Uw2XdLvk,104.006
Anybody Have a Map?,Rachel Bay Jones,0SjjcXfArhzePhEzDNkY8z,107.768
If I Could Tell Her,Ben Platt,6nkcPGa0sr24NFCc5l5UjE,96.026
To Break In a Glove,Michael Park,6433GYPXbZUJWTCIdhW1as,108.491
Good For You,Rachel Bay Jones,7FIrk5lA1IalpZ3OtieeC8,107.802
Do-Re-Mi,Julie Andrews,7IqgWCJ1QC7Ldif9dy8fds,132.151
Begin Again,Taylor Swift,0L4YCNRfXAoTvdpWeH2RGj,79.025
Candy Store,Jessica Keenan Wynn,13Soih2NRLeDx8Unbr22mx,141.855
Good Morning Baltimore,Nikki Blonsky,4LRuYjrhMEhiuo5wa4XfYL,133.037
My Shot,Lin-Manuel Miranda,4cxvludVmQxryrnx1m9FqL,180.466
Making Things up Again,Lewis Cleale,78XTGDFDdOMMWy778APlBK,147.25
"What Is This Feeling? - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,1WitAaRV8SMreQaNLcBjdQ,152.311
Summer Nights - From “Grease”,John Travolta,2AVkArcfALVk2X8sfPRzya,124.336
Nobody's Perfect - From “Hannah Montana 2”,Hannah Montana,04I8PSUj9AJuilHskNMV5G,131.968
Run Away With Me,Carly Rae Jepsen,5e0vgBWfwToyphURwynSXa,119.023
Death of a Bachelor,Panic! At The Disco,1BECwm5qkaBwlbfo4kpYx8,139.256
LA Devotee,Panic! At The Disco,2fmCA13dwQQOGBIbIOWRiJ,175.998
Ч.П.Х.,Leningrad,5uAyDuM2KwvDd1ow02EbGR,117.054
FIESTA,IZ*ONE,71vPAjlG1x606483GTJNhY,122.999
Driving Ms Daisy,Logic,6IlQTriFgUeEbVx3Y10sia,160.049
Dead Wrong (feat. Eminem) - 2005 Remaster,The Notorious B.I.G.,6s4kWgzQwsueo3mfllY1s6,82.228
Nothing To Lose,2Pac,359XHMdoteDDEFB0HQqZrG,103.446
Five More Minutes,Scotty McCreery,3qTmB5HxP9ilJaiM6B1yuk,156.03
Pray For You,Jaron And The Long Road To Love,3HMMQkT3IMvMBbvxUNPpK3,139.649
Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,95.031
Share Your Address,Ben Platt,74IgSPXYXx7v95NpCzGgsW,127.937
Magic In The Hamptons (feat. Lil Yachty),Social House,2Yer0p7uB2lVBUAtANuuQp,96.051
I Choose You,Sara Bareilles,7jJH8F3PHlNvxfqEAAfFDl,154.038
Mess,Noah Kahan,1BlQWQgGP84r4GYUVty4Ar,80.848
Hurt Somebody,Noah Kahan,2Zg0aB5oVQlbQE1vzQmIIY,114.576
Winners Never Quit,Owl City,6BiljdOcvjAqs8QZ6b9QlX,92.004
Waste,Dove Cameron,5eV4XhCZT6QaeqK4nVqIEo,180.059
Jump Then Fall,Taylor Swift,08gavXombT6KR0af88i9tA,79.991
