name,artist,id,tempo
Drive (For Daddy Gene),Alan Jackson,1FV374EPG5CrjdIbIMLkcv,125.179
Love Someone,Lukas Graham,2JqnpexlO9dmvjUMCaLCLJ,172.065
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,7fBt3FgZ2epNs3RDFmUovC,113.059
Find You,Nick Jonas,77dwRzKegOkVtlHajKnDCb,125.913
Gone Country,Alan Jackson,6IEIPevuDocD80PovsX6kN,125.607
The Bird And The Worm,Owl City,39ZAON2MIRhHrS8chedbOU,83.477
Shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,115.744
Don't Threaten Me with a Good Time,Panic! At The Disco,2fh3bZ8jZhMxOcfESE9nQY,183.825
Little Bitty,Alan Jackson,2IY559smG7SXYk229NA2Vl,163.045
Livin' On Love,Alan Jackson,15gU2OepIEbeNTBbes6pIF,118.557
Smoke Clears,Andy Grammer,3v0pzyIy08Sndq17gww5Si,99.988
Fine By Me,Andy Grammer,4wTChU0tU44TAMC0xcQizi,89.993
Keep Your Head Up,Andy Grammer,4Jz4bjXeiF2SXVj9P4YfY5,90.01
Fresh Eyes,Andy Grammer,4ftPj2fBTJ5pytddHwCPH0,122.054
Feel It Still,Portugal. The Man,7FESgYLcOufHqKlwrvJN60,78.969
Sweet Child O' Mine,Guns N' Roses,4MhTFsyqIJnjsOweVcU8ug,125.148
Connection,OneRepublic,3T4UodGkfZObJ43RtA5KFU,168.154
Crush,Tessa Violet,6q7Tz67loOULIPEXo941hk,135.994
Bad Ideas,Tessa Violet,12d0oildmCSVKRW7SEHaZP,80.042
Sue Me,Sabrina Carpenter,3WVhkjB7Y4xFruqoCAajBb,157.184
Somebody To You,The Vamps,2BWWsCwuHAZFE1scLyP6Qe,86.978
Why,Sabrina Carpenter,1byScELwcJffsdL5QWa6Yk,89.672
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,138.178
POP/STARS,K/DA,5sbooPcNgIE22DwO0VNGUJ,170.036
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,2bzitsPcImYC6DZWvvLCQi,90.011
Waving Through a Window - From Dear Evan Hansen,Owl City,18UUNle3BNojYpIfbLueJh,145.285
New York City,Owl City,0troiK6tP7iO3pKF1J7M7A,170.052
The Greatest Show,Hugh Jackman,4ylWMuGbMXNDgDd8lErEle,157.92
A Million Dreams,Ziv Zaifman,0RoA7ObU6phWpqhlC9zH4Z,54.747
Come Alive,Hugh Jackman,5xNUR50KxswPRAvx7S163g,118.034
The Other Side,Hugh Jackman,2cKovq3l6OJjhVVDbVKOsr,153.99
Don't Rock The Jukebox,Alan Jackson,04KXxZFMKtgByufxs96JHI,147.451
This Is Me,Keala Settle,45aBsnKRWUzhwbcqOJLwfe,191.702
Rewrite The Stars,Zac Efron,65fpYBrI8o2cfrwf2US4gq,125.046
Who's Cheatin' Who,Alan Jackson,6X5QiY5ezQ5cq4BdEf9aLA,133.242
Tightrope,Michelle Williams,0GVuLQtPXFaL18ijEOqoAa,161.564
Reminding Me,Shawn Hook,3Mjer7nERC4u3tkkSopwLp,132.807
Pop a Top,Alan Jackson,0MBvTGxL77AlNGl2n2toPq,118.098
The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,84.996
Kiss Me,MAGIC!,1mypFCdvOhUjRpnctn5Liz,91.044
My Favorite Things,Julie Andrews,5bC3Elhc2z2mIjB8WPeSZv,112.34
2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,96.133
Hooked,Why Don't We,0kg36eEw4un3UwGvnf93xT,179.925
This Will Be the Day (feat. Casey Lee Williams),Jeff Williams,5Msp7XlWAYQhK4khlfzMPL,94.432
Remember the Name (feat. Styles of Beyond),Fort Minor,6ndmKwWqMozN2tcZqzCX4K,84.858
Red Like Roses (Red Trailer) [feat. Casey Lee Williams],Jeff Williams,4UXquZeCjJrA4WZ1tgdqMJ,66.668
Fire N Gold,Bea Miller,7xAdO0zdl7lGf0ecg4IGhQ,143.987
Irreplaceable,Beyoncé,6RX5iL93VZ5fKmyvNXvF1r,175.868
TiK ToK,Kesha,5OMwQFBcte0aWFJFqrr5oj,120.032
Since U Been Gone,Kelly Clarkson,3xrn9i8zhNZsTtcoWgQEAd,131.0
Thunderclouds,Sia,5a8RPWgKSmcGBGcffmIrUi,112.035
Dreams And Disasters,Owl City,4kbDYMLy5qdn1UqaNiNWsM,126.015
Shooting Star,Owl City,7k5EcszNwUturoU20TTy1G,124.018
Embers,Owl City,61M3DuWap0Y0RcFmWcrcQP,123.044
Mirror Mirror (White Trailer) [feat. Casey Lee Williams],Jeff Williams,3TQRpzYeESmq2jC6IzxYBg,144.112
From Shadows (Black Trailer) [feat. Casey Lee Williams],Jeff Williams,0bL6nye2PGBx20DhVQy6Sx,90.014
I Burn (Yellow Trailer) [feat. Casey Lee Williams],Jeff Williams,6ubHZGcevVZ9Ew8AohTu7G,140.044
Mr. Blue Sky,Electric Light Orchestra,74z2lfZ7fj3IqoK71lHkZw,177.784
Weak,AJR,45iMRHmfLZu3yjdZ8P5e3t,123.984
Gold (feat. Casey Lee Williams),Jeff Williams,7lAAc1K0cHtmxWRksluu8x,150.081
"Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)",B.o.B,2bnDTGikdoO8CwzlAPyBHR,93.047
I May Fall (feat. Casey Lee Williams),Jeff Williams,4d6U4j1fC4qbsPKF3OcUcr,146.097
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5Z01UMMf7V1o0MzF86s6WJ,171.374
Wings (feat. Casey Lee Williams),Jeff Williams,3v4kIr9EWG3QMBv3nAJ4r3,119.94
Solo (feat. Demi Lovato),Clean Bandit,6kPJZM97LwdG9QIsT7khp6,105.005
Time to Say Goodbye,Jeff Williams,0eDCe3Y8fMzdCbfrUR0giO,124.874
More Than You Know,Axwell /\ Ingrosso,3slBHvoQcO8HjscbP2QKk5,123.048
All Time Low,Jon Bellion,0SuLAslEMFZAXf0SwY7syi,90.246
Let's Just Live (feat. Casey Lee Williams),Jeff Williams,6XvlonZUoCpKoBgGQCUF5a,169.962
The Triumph,Jeff Williams,1gqpS3TYwagGBSYIjrhtws,165.105
Renegade,Styx,1CQqupcyMg7176PPmIVmSj,105.623
Come Sail Away,Styx,0PsbWiVtix5FoTZ1s00mEl,119.513
Babe,Styx,5W7YROOF6bFfBexY81LFjt,169.486
Mr. Roboto,Styx,7C0rG4oWO7VeZcffyW1sK9,144.13
Too Much Time On My Hands,Styx,4hWUOIDHda9XOb1zDchftP,131.012
The Best Of Times,Styx,7GRUpcvSQM9HrnC2CjYPG4,78.662
"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",Kristen Bell,7Ctju5iILqGbvMKG6CgTl9,174.053
"I See the Light - From ""Tangled"" / Soundtrack Version",Mandy Moore,6klpXs2uAjagnZMFkt4qkl,92.64
"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",Donny Osmond,28UMEtwyUUy5u0UWOVHwiI,113.852
When I Grow Up,The Pussycat Dolls,2XXRWwynXmGfvyx3WHPRiM,118.443
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,2mKouqwAIdQnMP43zxR89r,93.955
Lady,Styx,1wpRglLhQ092N1rftlDMD3,137.38
Blue Collar Man (Long Nights),Styx,60F6ntlU0uSzgChmyQyVJP,124.25
Fooling Yourself (The Angry Young Man),Styx,7apWQJSE3gJB55Dp8bXTW9,102.855
You Spin Me Round (Like a Record),Dead Or Alive,0BB9eUBBaaX6GALSYNcEp7,128.103
How You Remind Me,Nickelback,0F2nGhgFNlkVHm81zNEvW6,172.159
Red Flag,Billy Talent,2RZWdE8kYPlCAcRUYDeuLC,183.052
Suite Madame Blue - Live,Styx,6zfoVuyDQo5Yp0BmuRQK2Y,119.304
Hands To Myself,Selena Gomez,1LoriJC05IrHIDwj3q0KC1,111.016
Same Old Love,Selena Gomez,1BZG99C7Co1r6QUC3zaS59,98.02
Crystal Ball - Live,Styx,70bbOZKN88WPXByb2y0pov,142.8
Adventure of a Lifetime,Coldplay,69uxyAqqPIsUyTO8txoP2M,111.995
Love Yourself,Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,100.418
Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,169.977
My House,Flo Rida,6Knv6wdA0luoMUuuoYi2i1,94.006
Queen Of Spades - Live,Styx,5YH8Lng1lLWr10ZmIw9WCe,126.923
If It Ain't Love,Jason Derulo,5YHR8wBR5jXfGtP766NiAT,128.63
Lords Of The Ring - Live,Styx,1zTatpsZxTJuickMg1VwMJ,162.515
Kill Em With Kindness,Selena Gomez,1QNoKVgA758HFLu3TW2q7R,120.012
Grace Kelly,MIKA,7dzUZec5MnWMyQnk5klnKR,122.361
Celebrate,MIKA,3bwp3nKa8kuceW36uAXqne,122.045
Elle me dit,MIKA,4kbvc6gZops1qBACSSOgTh,125.988
Great White Hope,Styx,12CToYdYEpFzmMryvskeA7,144.483
The Grand Illusion,Styx,0FFdCFGfmtqVaHTBYXybkx,94.617
Miss America,Styx,2UpMxlf6h57UsAU77G172s,138.298
Suite Madame Blue,Styx,1gufwupdoA0lqEgg66JUPD,158.146
Let Me Blow Ya Mind,Eve,3RmKpob8xzv1pzHEQrMJah,90.032
Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,94.948
The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,104.504
My Name Is,Eminem,0Fv6CfegUbD5Egs0dj8CVB,85.561
Boum Boum Boum,MIKA,0GHAYoQ1dlZSKImNyoi3kB,107.039
Talk About You,MIKA,0FakltQezIxYdbgimbqllt,120.039
Around the World,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,121.294
One More Time,Daft Punk,0DiWol3AO6WpXZgp0goxAV,122.746
Back In Black,AC/DC,08mG3Y1vljYA6bvDt4Wqkj,188.386
"Harder, Better, Faster, Stronger",Daft Punk,2cJz1loJp5EZM6shmQpLZN,123.494
T.N.T.,AC/DC,7LRMbd3LEoV5wZJvXT1Lwb,126.366
Hells Bells,AC/DC,69QHm3pustz01CJRwdo20z,106.767
Call Me Maybe,Carly Rae Jepsen,3TGRqZ0a2l1LRblBkJoaDx,120.021
Tongue Tied,Grouplove,0GO8y8jQk1PkHzS31d699N,112.96
I Really Like You,Carly Rae Jepsen,2uH2DIVCeTZuCfc14KFU7b,122.034
Uptown Funk (feat. Bruno Mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,114.988
Take It Easy - 2013 Remaster,Eagles,4yugZvBYaoREkJKtbG08Qr,139.191
Thinking out Loud,Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,78.998
Counting Stars,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,122.017
Desperado - 2013 Remaster,Eagles,2TjnCxxQRYn56Ye8gkUKiW,60.3
Life in the Fast Lane - 2013 Remaster,Eagles,6gXrEUzibufX9xYPk3HD5p,109.535
Take It to the Limit - 2013 Remaster,Eagles,2cWHN0WK52RGAWHgaDamUA,91.137
Stairway to Heaven - Remaster,Led Zeppelin,5CQ30WqJwcep0pYcV4AMNc,82.433
Immigrant Song - Remaster,Led Zeppelin,78lgmZwycJ3nzsdgmPPGNx,112.937
Pour Some Sugar On Me - Remastered 2017,Def Leppard,0PdM2a6oIjqepoEfcJo0RO,84.989
Arabian Nights,James Monroe Iglehart,3ELIHFkmMY8rJKvsTfv8AD,66.727
Dream On,Aerosmith,5MxNLUsfh7uzROypsoO5qe,160.9
Sweet Emotion,Aerosmith,24NwBd5vZ2CK8VOQVnqdxr,99.437
Walk This Way,Aerosmith,5SZ6zX4rOrEQferfFC2MfP,108.705
Dude (Looks Like A Lady),Aerosmith,6gQUbFwwdYXlKdmqRoWKJe,126.294
One Jump Ahead,Adam Jacobs,5DFqjT6TxAE5BdKb8YcPmZ,120.769
These Palace Walls,Courtney Reed,3zJzud6Gto3VvBFuhfmjd2,98.05
"Paint It, Black",The Rolling Stones,63T7DJ1AFDD6Bn8VzG6JE8,158.691
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,136.302
Friend Like Me,James Monroe Iglehart,4dsoM6q2kDJhpYB4IOL0Od,92.092
A Whole New World,Adam Jacobs,2o6Plq1EqXevSjxfIFz3cB,127.346
You Can't Always Get What You Want,The Rolling Stones,6lFZbCc7pn6Lme1NP7qQqQ,86.327
Hot Air Balloon,Owl City,2dgxZM98rGyN2cI357Npeq,100.0
Roaring 20s,Panic! At The Disco,0wdV94AXGRphrbkDWLNzVC,83.19
I Write Sins Not Tragedies,Panic! At The Disco,4948g5UqwZFLGI8UTOXqdi,169.961
We Are The Champions - Remastered 2011,Queen,7ccI9cStQbQdystvc6TvxD,64.223
Radio Ga Ga - Remastered 2011,Queen,1HmzAZUvhQLhLo2z3ocpZI,112.345
I Want To Break Free - Remastered 2011,Queen,7h2yhVxcZOGyQdOwD4Hu8J,108.947
Killer Queen - 2011 Remaster,Queen,6AAa4zIwllv49ACRh2ndLh,117.132
Somebody To Love - 2011 Remaster,Queen,3cMunJsyeFbyYm7X3LgW9T,109.772
Crazy Little Thing Called Love - 2011 Remaster,Queen,0xqaviScnf68cFZf0caB4V,76.793
Who Wants To Live Forever - 2011 Remaster,Queen,05ZPrmaISOFhW3BnkuxyLR,139.671
Red,Taylor Swift,74RZy8nGWh6SejxjPrCU3n,124.986
Confident,Demi Lovato,0Mn3amMRMoabaoTf1Publ4,130.064
Seven Seas Of Rhye - Live at Wembley '86,Queen,75EIcUGlTsUnAQkxeDhdVG,131.4
Party In The U.S.A.,Miley Cyrus,3E7dfMvvCLUddWissuqMwr,96.021
I Want It All,Queen,0GQo5VkiurD6HnVpaCNeMf,92.31
Who Wants To Live Forever,Queen,22KvnSgCUY8ix8riybbYiI,139.541
Body Language - 1991 Bonus Remix,Queen,43qaeyvJbh2V3B7CiOa50F,133.664
Just Got Paid,Sigala,0v3BMLcwUmAwyqJaf5997o,120.033
Born To Be Yours,Kygo,0kHyKhJMukHEPfeh8s7rdM,114.011
Dragon Attack,Queen,6GT9NVRrfjQFJvanUnBP5W,88.152
Don't Try Suicide,Queen,1IPMLLv2ApSZFDLwvgt5yN,135.271
Play The Game,Queen,6hyjl7z58fwPpx8273ilOC,78.486
Everything Has Changed,Taylor Swift,2si9smgJqjB3aCRpzz6rYE,80.029
Bicycle Race,Queen,5rQKjP9forn7JVuiZBj6eZ,168.164
Skyscraper,Demi Lovato,6FZGGS3n6LDwEf6UfsQasQ,103.933
Sunday Morning,Maroon 5,4T5cqerbDXueYSVfXkIITo,88.04
"Another Brick in the Wall, Pt. 2",Pink Floyd,4gMgiXfqyzZLMhsksGmbQV,104.126
Comfortably Numb,Pink Floyd,5HNCy40Ni5BZJFw1TKzRsC,127.167
Who Are You,The Who,02DurCgOvDdX0uKEjqcl3W,156.32
Baba O'Riley,The Who,3qiyyUfYe7CRYLucrPmulD,117.292
All Falls Down (feat. Juliander),Alan Walker,5yFSF6qQA1rcLsQRnBsZgb,97.976
Too Good To Be True,Rhys,3WKBNbYx32xlJQ0puFCnAJ,102.062
Behind Blue Eyes,The Who,632wpQN4nWLEvxUyGZxyLM,128.592
Don't Stop Believin',Journey,4bHsxqR3GMrXTxEPLuK5ue,118.852
"Any Way You Want It - Live at Cobo Hall in Detroit, Michigan, August 1980",Journey,71SvEDmsOwIWw1IozsZoMA,138.158
Faithfully,Journey,57ebBLITHpRgRKGrlbxMZS,85.04
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,27rdGxbavYJeBphck5MZAF,114.066
"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",Kristin Chenoweth,0yM3VmM8gHEVGViKvAbQkc,87.613
Wheel in the Sky,Journey,215wUTQQUo2PElJFEFoB0d,105.184
Hello!,Andrew Rannells,4aoF3pcr9rFBsVHUlvGqVJ,130.49
Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,6IIl4ylgYX3tnNlaU3IMRN,138.047
One Day More,Les Misérables - Original London Cast,5kXbjaPptGdfQmMfeJCXlS,81.337
Iron Man - 2012 - Remaster,Black Sabbath,3IOQZRcEkplCXg6LofKqE9,155.587
Alexander Hamilton,Leslie Odom Jr.,4TTV7EcfroSLWzXRY6gLv6,131.995
Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,2PrjhWBHUdWxUgf1P0sziA,99.992
Enter Sandman,Metallica,5BIMPccDwShpXq784RJlJp,123.331
Revolting Children,Matilda the Musical Original Cast,5jb55O3h5dfOK4YMUbTb1Y,115.911
Juke Box Hero,Foreigner,00qOE7OjRl0BpYiCiweZB2,176.647
Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,148.128
Cold as Ice,Foreigner,7vidktgNZFQylTgH1GEnMs,130.753
Toothbrush,DNCE,7ciLq0Cip0yxiz6KANrOUq,104.978
Hot Blooded,Foreigner,6xMHglHoafdDFGXS6qfwSH,117.945
Feels like the First Time - 2008 Remaster,Foreigner,36xEjbl8DtevPJgw6i9IuY,107.705
Body Say,Demi Lovato,7xrA11O07xo57Bbg6p4hck,86.983
Double Vision,Foreigner,0fsj3HxzBHev6EJ7OLFE3r,129.546
Colors,Halsey,1TnUURhehaoMWKAqQtirm6,100.02
Million Reasons,Lady Gaga,7dZ1Odmx9jWIweQSatnRqo,129.89
Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,95.799
Story of My Life,One Direction,4nVBt6MZDDP6tRVdQTgxJg,121.07
All Star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,104.019
Hot N Cold,Katy Perry,22Lg6vvMS2JC07aAjsGvtU,132.007
National Anthem of the PC Master Race,Dan Bull,0TIunYtX0CDnhHZ1sC5VNQ,110.009
I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,129.996
California Gurls,Katy Perry,6tS3XVuOyu10897O3ae7bi,125.014
Civilization,Dan Bull,2P4YePkHSRwVxXcSKi2Oo1,76.548
Titanfall,Dan Bull,0QeBOYqmLurRsZBQ4cyVMZ,119.265
Unconditionally,Katy Perry,4fwbGKNExPtPHbor1TBSY4,128.861
Part Of Me,Katy Perry,1nZzRJbFvCEct3uzu04ZoL,130.028
Roar,Katy Perry,6F5c58TMEs1byxUstkzVeM,179.984
Destiny,Dan Bull,5CTFnUVbfe2N8GsJlAPwgF,127.755
Oops!...I Did It Again,Britney Spears,6naxalmIoLFWR0siv8dnQQ,95.053
Halo 4,Dan Bull,18Sfl5RMvJldTnpbrGhTaA,110.011
Gimme More,Britney Spears,6ic8OlLUNEATToEFU3xmaH,113.324
Lucky,Britney Spears,2TTYIwTM2iLC1YOyHuhRMt,95.026
Let Her Go,Passenger,6GmUVqe73u5YRfUUynZK6I,74.897
Burnin' Up,Jonas Brothers,2VEsmoek0sol9MnJFyoG9e,114.0
S.O.S.,Jonas Brothers,6sDP4912wjwB7BJhbSnjS1,137.112
Wake Me Up,Avicii,4h8VwCb1MTGoLKueQ1WgbD,124.08
Girls Like You (feat. Cardi B),Maroon 5,6V1bu6o1Yo5ZXnsCJU8Ovk,124.959
Payphone,Maroon 5,1LmN9SSHISbtp9LoaR5ZVJ,110.028
Cool,Jonas Brothers,3QmolSZqjjLksTUvZJ6pPS,79.007
She Will Be Loved - Radio Mix,Maroon 5,4llK75pXNWZz6KAho2Gp16,102.0
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,7LcfRTgAVTs5pQGEQgUEzN,128.047
What Lovers Do (feat. SZA),Maroon 5,2j5hsQvApottzvTn4pFJWF,110.001
Animals,Maroon 5,2bL2gyO6kBdLkNSkxXNh6x,189.868
Maps,Maroon 5,4gbVRS8gloEluzf0GzDOFc,120.032
You Give Love A Bad Name,Bon Jovi,3KYiA4vq6RPO1dE2XROXd8,122.806
Wanted Dead Or Alive,Bon Jovi,2fY6tqgrlrg1ky9fgs0t5u,150.818
Fallout,Marianas Trench,0y080AoWs2PLxJZjuhjcEl,152.099
Haven't Had Enough,Marianas Trench,2vCyLvNnBguMAY6iESbxjf,120.05
Here's To The Zeros,Marianas Trench,6zCoJw7mKhZX40HHAGHvE2,105.029
The Final Countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,117.662
Cross My Heart,Marianas Trench,1LkHIkfUDhZ995ATQ1BJKW,164.035
This Is What You Came For (feat. Rihanna),Calvin Harris,0azC730Exh71aQlOt9Zj3y,123.962
Celebrity Status,Marianas Trench,14tNNpoHgVDU8es3Xr7ZWN,163.929
This Means War,Marianas Trench,2tEJkaD0GVAhpv0lEDvig3,95.973
POP 101,Marianas Trench,2fGFaTDbE8aS4f31fM0XE4,120.018
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,55n9yjI6qqXh5F2mYvUc2y,117.97
Blank Space,Taylor Swift,1kHEuJRasudLhjvnbfc4yS,95.997
Shake It Off,Taylor Swift,1CiVz2WkmZRwhU3A6J2Gjz,160.078
Look What You Made Me Do,Taylor Swift,1JbR9RDP3ogVNEWFgNXAjh,128.07
Love Story,Taylor Swift,1D4PL9B8gOg78jiHg3FvBb,118.984
Wildest Dreams,Taylor Swift,3ScVaMDQwaD8iumBYzcDvr,139.997
Our Song,Taylor Swift,7qGr3rjRhndRIpFUA5f2HJ,178.013
Bad Blood,Taylor Swift,273dCMFseLcVsoSWx59IoE,170.157
Who Do You Love,Marianas Trench,5KAgd2yW7tktrKDsJhO9Fr,106.989
Bad Day,Daniel Powter,0mUyMawtxj1CJ76kn9gIZK,140.046
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,95.05
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,95.977
Photograph,Ed Sheeran,6fxVffaTuwjgEk5h9QyRjy,107.989
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,135.007
"How Far I'll Go - From ""Moana""",Alessia Cara,5EbX5xL3O2xT8FxCpYzgUO,180.979
Can't C Me,2Pac,09EwNbGvUyu7BDEYG0cJro,95.416
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,19FsxX4RthRMZGfXkImdCb,154.914
Forgot About Dre,Dr. Dre,7iXF2W9vKmDoGAhlHdpyIa,133.974
El Chupa Nibre,DANGERDOOM,04WbaLQhPHHmQ2dHSvxfJr,104.449
Freakin' It,Will Smith,6Kqfv9iCW7B7cdq6uujZqf,112.001
Otherside (feat. Fences) [Ryan Lewis Remix],Macklemore & Ryan Lewis,3JIqogHHQIQW1uJ5Yivb88,116.247
Infinite,Eminem,01xhMrdCefADl7HSttJaf7,82.019
Stan,Eminem,3UmaczJpikHgJFyBTAJVoz,80.063
One Mic,Nas,6MMuI4k4Vs5ghtDH5i2hBg,91.672
Winter Blues,Joyner Lucas,3LHbk7L7mFQj0Wiv4dB9lR,131.001
Brain Damage,Eminem,099MPsZhn5HkEUNlpA89rK,94.982
B.O.B. - Bombs Over Baghdad,Outkast,3WibbMr6canxRJXhNtAvLU,153.809
X Gon' Give It To Ya,DMX,1zzxoZVylsna2BQB65Ppcb,95.027
'Till I Collapse,Eminem,4xkOaSrkexMciUUogZKVTS,171.447
Sing For The Moment,Eminem,3CpoeW0cZSDzIRv5z34F87,163.961
Just Don't Give A Fuck,Eminem,2MEvYNn2tRvFDAucAtAKVq,85.571
Crank That (Soulja Boy),Soulja Boy,66TRwr5uJwPt15mfFkzhbi,140.141
Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,112.238
Drug Ballad,Eminem,7tEoJKbYdIHBfn7tTIyjHW,104.759
Criminal,Eminem,18ohWhzbMCynq5QJ68ifkW,101.941
Rap God,Eminem,6or1bKJiZ06IlK0vFvY75k,148.14
Mockingbird,Eminem,561jH07mF1jHuk7KlaeF0s,84.039
Rigamortus,Kendrick Lamar,2b3KgzISdjZVNPJJ1945nw,178.012
Ni**as In Paris,JAY-Z,4Li2WHPkuyCdtmokzW2007,140.022
Hypnotize - 2014 Remaster,The Notorious B.I.G.,7KwZNVEaqikRSBSpyhXK2j,93.941
Big Poppa - 2005 Remaster,The Notorious B.I.G.,2g8HN35AnVGIk7B8yMucww,84.492
Picture Me Rollin',2Pac,37zQVgP3aTLKNvluXLB5Ii,95.905
Only God Can Judge Me,2Pac,13XHuE00ElL5thSxkaEXxK,90.185
All Eyez On Me,2Pac,2xTft6GEZeTyWNpdX94rkf,93.281
Gettin' Jiggy Wit It,Will Smith,0weAUscowxeqDtpCgtbpgp,107.891
Summertime,DJ Jazzy Jeff & The Fresh Prince,20XdEFyaUR9C7aDIdq2OAd,95.116
The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,0UREO3QWbXJW3gOUXpK1am,101.152
We Know The Way,Opetaia Foa'i,6YH2r9NyEJTjlRmKOCvxgJ,98.043
Stay,Zedd,6uBhi9gBXWjanegOb2Phh0,102.04
Beautiful Now,Zedd,2ISSQPb9LHHiV6ng2NXosL,128.003
"Gaston - From ""Beauty and the Beast"" / Soundtrack Version",Richard White,0zstgBrV1t1g6n4jHrUVBY,107.124
"Belle - From ""Beauty and the Beast""/Soundtrack Version",Richard White,0Q4a3PdGEME9w8Jgqa0Gf3,129.283
I Want You To Know,Zedd,1JDIArrcepzWDTAWXdGYmP,129.998
We Are Young (feat. Janelle Monáe),fun.,7a86XRg84qjasly9f6bPSD,184.086
"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,03xWMkKEbeO4SnylA53ipj,108.066
"I've Got a Dream - From ""Tangled""/Soundtrack Version",Mandy Moore,0TCt7OFRdD8PQ6vTRQxNgQ,134.326
"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Kristen Bell,70b5Sq3ePOu3Gqg0hjlOtR,90.831
"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Kristen Bell,3IPnBzGRMg6BfViFxxa0Gq,100.033
Shatter Me Featuring Lzzy Hale,Lindsey Stirling,2K7j4xrQENCi5r3Hii4cVe,144.948
Highwayman,The Highwaymen,7jWbXvrgdbkajU8L28ahn5,101.384
Welcome To The Jungle,Guns N' Roses,5NIPsWpDjJTFBoPxCUUeXp,123.343
You're Welcome,Dwayne Johnson,6U4VqEHy4n5VeiH4pQPL24,135.278
Kiss the Girl - Remastered 2014,Samuel E. Wright,75VAFZAhvPSw1euEHg1fQU,134.932
Shiny,Jemaine Clement,1IZwCzAmaFmmdJj0cmhaax,146.116
"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Susan Egan,3Dupb5AcaVFErlSSfl3szW,121.081
Summer Of '69,Bryan Adams,0GONea6G2XdnHWjNZd6zt3,139.131
Zero To Hero,Chorus - Hercules,4InER8nvZnn3nt56anVVNO,164.863
"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",Waylon Jennings,3Mau3nU0sqcxc5z8vHmTYR,147.6
"One Jump Ahead - From ""Aladdin""/Soundtrack Version",Brad Kane,69ZNzwrCGP6h5ewkJQWWaT,123.608
"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",Judy Kuhn,1OYOLWqKmhkFIx2KC9ek1a,81.551
Safe And Sound,Capital Cities,6Z8R6UsFuGXGtiIxiD8ISb,117.956
Strangers Like Me,Phil Collins,3E99KpWAcYEnj64e86y6u9,119.841
Go the Distance,Roger Bart,2rm72l5pjfby1cWvPMUojI,86.614
The Gospel Truth I / Main Titles - Hercules,Cheryl Freeman,0I8mZRtlFGOqZayJbEAdxL,157.998
Turn The Page,Metallica,7HPhrbgMHV5cUskknWA2oo,149.045
Something to Be Proud Of,Montgomery Gentry,4D8uIY6Wzj7dJDaw0dW0UF,97.555
